filename,question,category,answer,technique_tags,opener,frame,value_points,proof,tie_down,soft_close,sms_snippet,email_subject,email_body
jay_pocket_master,What actually changes day-to-day if I join eXp?,objections/exp_model,"Totally fair—thanks for putting that on the table. Quick version: Recruiting is optional—many partners focus 100% on production. If you insist on staying, we can implement for a fee—but partnering is usually smarter financially. We track CPL, conversations, and appointments so decisions are data-first. Is that helpful? Want to run a $10/day pilot for 14 days and judge it by the data?",Isolation + trial close; Numbers framing (CPL → appts → closings),Appreciate the honesty—let’s unpack it for a second.,Practically speaking: ,"Recruiting is optional—many partners focus 100% on production. | You keep your brand; you add eXp’s infrastructure and our marketing engine. | If you insist on staying, we can implement for a fee—but partnering is usually smarter financially.",We’ve used the same playbook across very different markets successfully.,Does that align with what you’re after?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,"Will this work with kvCORE, Lofty, or Chime?",objections/tools,"Totally fair—thanks for putting that on the table. In simple terms: You don’t need a separate website; we launch with proven funnels. kvCORE is native; Lofty and Chime work great—routing and calendars included. We track CPL, conversations, and appointments so decisions are data-first. Fair enough? Would it be a bad idea to map your city together for 15 minutes?",Assumptive next step; Numbers framing (CPL → appts → closings),Valid concern. Let’s look at it pragmatically.,Practically speaking: ,"kvCORE is native; Lofty and Chime work great—routing and calendars included. | We give you scripts, templates, and nurture—ready on day one. | You don’t need a separate website; we launch with proven funnels.","If a hook stalls, we swap fast. Test → measure → iterate.",Is that helpful?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Do you give scripts and templates?,objections/tools,"I’ve been in your shoes—I get why you’d ask that. Quick version: We give you scripts, templates, and nurture—ready on day one. You don’t need a separate website; we launch with proven funnels. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Fair enough? Open to a quick screen-share to price your market and see if it pencils?",Assumptive next step; 3F (Feel–Felt–Found),"Great question, and you’re not the only one asking it.",Quick version: ,"kvCORE is native; Lofty and Chime work great—routing and calendars included. | We give you scripts, templates, and nurture—ready on day one. | You don’t need a separate website; we launch with proven funnels.","If a hook stalls, we swap fast. Test → measure → iterate.",Fair enough?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Can you integrate my calendar and routing rules?,objections/tools,"Appreciate the honesty—let’s unpack it for a second. Here’s how I look at it: kvCORE is native; Lofty and Chime work great—routing and calendars included. We give you scripts, templates, and nurture—ready on day one. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Sound reasonable? If the math works, is there anything besides timing that would stop you?",Isolation + trial close; LAER (Listen–Acknowledge–Explore–Respond),I’ve been in your shoes—I get why you’d ask that.,Practically speaking: ,"kvCORE is native; Lofty and Chime work great—routing and calendars included. | We give you scripts, templates, and nurture—ready on day one. | You don’t need a separate website; we launch with proven funnels.","If a hook stalls, we swap fast. Test → measure → iterate.",Sound reasonable?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Do I need a separate website?,objections/tools,"I’ve been in your shoes—I get why you’d ask that. Quick version: You don’t need a separate website; we launch with proven funnels. kvCORE is native; Lofty and Chime work great—routing and calendars included. We track CPL, conversations, and appointments so decisions are data-first. Sound reasonable? Would it be a bad idea to map your city together for 15 minutes?",LAER (Listen–Acknowledge–Explore–Respond); Isolation + trial close,I’ve been in your shoes—I get why you’d ask that.,Big picture: ,"kvCORE is native; Lofty and Chime work great—routing and calendars included. | We give you scripts, templates, and nurture—ready on day one. | You don’t need a separate website; we launch with proven funnels.","Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Sound reasonable?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,What training do I get after launch?,objections/training,"Appreciate the honesty—let’s unpack it for a second. Here’s how I look at it: You’ll track progress via conversations, appointments, and contracts set. We role-play so the words feel natural on live calls. We track CPL, conversations, and appointments so decisions are data-first. Does that align with what you’re after? Would it be a bad idea to map your city together for 15 minutes?",Assumptive next step; Ownership framing (build vs rent),I’ve been in your shoes—I get why you’d ask that.,Big picture: ,"Weekly coaching and replays plus a private community for quick answers. | We role-play so the words feel natural on live calls. | You’ll track progress via conversations, appointments, and contracts set.","If a hook stalls, we swap fast. Test → measure → iterate.",Is that helpful?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Do you help with role-play and objection handling?,objections/training,"Valid concern. Let’s look at it pragmatically. Quick version: You’ll track progress via conversations, appointments, and contracts set. Weekly coaching and replays plus a private community for quick answers. If a hook stalls, we swap fast. Test → measure → iterate. Is that helpful? Open to a quick screen-share to price your market and see if it pencils?",Value stacking; Isolation + trial close,Totally fair—thanks for putting that on the table.,Here’s how I look at it: ,"Weekly coaching and replays plus a private community for quick answers. | We role-play so the words feel natural on live calls. | You’ll track progress via conversations, appointments, and contracts set.",We’ve used the same playbook across very different markets successfully.,Make sense so far?,Want to run a $10/day pilot for 14 days and judge it by the data?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Is there support if something breaks?,objections/training,"Totally fair—thanks for putting that on the table. In simple terms: You’ll track progress via conversations, appointments, and contracts set. We role-play so the words feel natural on live calls. What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself. Sound reasonable? Open to a quick screen-share to price your market and see if it pencils?",3F (Feel–Felt–Found); Value stacking,"Great question, and you’re not the only one asking it.",Big picture: ,"Weekly coaching and replays plus a private community for quick answers. | We role-play so the words feel natural on live calls. | You’ll track progress via conversations, appointments, and contracts set.","What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Does that align with what you’re after?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Will this dilute my personal brand?,objections/brand_compliance,"Totally fair—thanks for putting that on the table. Big picture: Everything runs under your name/photo/colors—your brand stays front and center. We use Special Ad Category and state-specific disclaimers; broker review is welcome. We track CPL, conversations, and appointments so decisions are data-first. Fair enough? Should we pick a launch area—your core zip or the next metro over?",Ownership framing (build vs rent); Assumptive next step,I’ve been in your shoes—I get why you’d ask that.,Big picture: ,Everything runs under your name/photo/colors—your brand stays front and center. | We use Special Ad Category and state-specific disclaimers; broker review is welcome. | Bilingual assets are supported where needed.,"What partners find is that once the first 60–90 days compound, the pipeline starts feeding itself.",Is that helpful?,Should we pick a launch area—your core zip or the next metro over?,"Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
jay_pocket_master,Is everything compliant with Fair Housing and my state rules?,objections/brand_compliance,"Appreciate the honesty—let’s unpack it for a second. Big picture: We use Special Ad Category and state-specific disclaimers; broker review is welcome. Bilingual assets are supported where needed. Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent. Does that align with what you’re after? If the math works, is there anything besides timing that would stop you?",Isolation + trial close; Ownership framing (build vs rent),"Great question, and you’re not the only one asking it.",Practically speaking: ,Everything runs under your name/photo/colors—your brand stays front and center. | We use Special Ad Category and state-specific disclaimers; broker review is welcome. | Bilingual assets are supported where needed.,"Because the machine runs inside your accounts, you’re building an asset you own—not a bill you rent.",Does that align with what you’re after?,"If the math works, is there anything besides timing that would stop you?","Hey {{first_name}}, saw your note. Quick answer: {{one_liner}}. Want to see a 2‑minute walkthrough?",Quick answer + 2‑minute walkthrough,"Hi {{first_name}},\n\n{{opener}} {{frame}}{{one_liner}}\n\nIf helpful, I can share a quick screen-share mapping your market and exact funnel steps.\n\n— {{agent_name}}"
